Giocatore;Ruolo;Squadra;Età;Minuti Giocati;Cartellini Gialli;Cartellini Rossi;Cartellini Gialli/Rossi;Falli;Fallo Subito;Fuorigioco;Cross;Intercettazioni;Tackle Vinti;Rigori Guadagnati;Rigori Concessi;Autoreti;Recupero Palla;Aerei Vinti;Aerei Persi;Percentuale Aerei Vinti;Link Giocatore
Tete Morente;Att;Lecce;28;17.6;2;0;0;20;15;0;42;12;12;0;0;0;76;23;18;56.1;https://fbref.com/it/calciatori/004d185e/Tete-Morente
Nikola Moro;Cen;Bologna;27;12.3;1;0;0;20;9;0;32;13;26;0;0;0;70;12;15;44.4;https://fbref.com/it/calciatori/ff579c7e/Nikola-Moro
Daniel Mosquera;Att;Hellas Verona;25;10.9;2;0;0;32;13;6;2;1;6;0;0;0;34;55;60;47.8;https://fbref.com/it/calciatori/091b9eb8/Daniel-Mosquera
Dany Mota;Cen.Att;Monza;26;18.1;2;0;0;17;23;4;34;9;2;0;0;0;53;43;55;43.9;https://fbref.com/it/calciatori/efc9e31f/Dany-Mota
Bob Murphy Omoregbe;Cen;Milan;21;0.0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/b04364ed/Bob-Murphy-Omoregbe
Yunus Musah;Cen.Att;Milan;22;15.4;5;0;0;32;15;1;24;7;17;0;0;0;52;8;14;36.4;https://fbref.com/it/calciatori/b51b1b9c/Yunus-Musah
Juan Musso;Por;Atalanta;30;1.0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;https://fbref.com/it/calciatori/a111cf41/Juan-Musso
Kingstone Mutandwa;Cen.Att;Cagliari;22;0.9;0;0;0;4;1;0;1;0;0;0;0;0;4;1;2;33.3;https://fbref.com/it/calciatori/cbe32194/Kingstone-Mutandwa
Obite N'Dicka;Dif;Roma;25;30.0;2;0;0;31;18;1;0;31;20;0;0;0;115;51;41;55.4;https://fbref.com/it/calciatori/441197b8/Obite-NDicka
Konan N'dri;Att;Lecce;24;1.0;0;0;0;1;1;0;3;0;1;0;0;0;1;1;0;100.0;https://fbref.com/it/calciatori/17329380/Konan-Ndri
Michel Ndary Adopo;Cen;Cagliari;24;19.3;4;1;1;23;12;0;6;17;24;0;0;0;92;19;15;55.9;https://fbref.com/it/calciatori/599d91d0/Michel-Ndary-Adopo
Cher Ndour;Cen.Att;Fiorentina;20;2.4;0;0;0;3;6;0;3;2;0;0;0;0;12;9;12;42.9;https://fbref.com/it/calciatori/3b88609d/Cher-Ndour
Dan Ndoye;Att;Bologna;24;19.0;2;0;0;18;78;9;40;8;14;1;0;0;76;9;13;40.9;https://fbref.com/it/calciatori/8e697a8f/Dan-Ndoye
Victor Nelsson;Dif;Roma;26;1.9;0;0;0;2;4;0;0;2;4;0;0;0;4;7;2;77.8;https://fbref.com/it/calciatori/e53b5534/Victor-Nelsson
David Neres;Att;Napoli;28;11.8;1;0;0;10;8;3;82;6;6;0;0;0;48;0;5;0.0;https://fbref.com/it/calciatori/4f1e6a0b/David-Neres
Cyril Ngonge;Att.Dif;Napoli;24;2.0;1;0;0;5;12;1;11;1;5;0;0;0;6;4;4;50.0;https://fbref.com/it/calciatori/2b8360f1/Cyril-Ngonge
Hans Nicolussi Caviglia;Cen;Venezia;24;23.8;7;1;1;39;25;0;59;21;20;0;0;0;108;18;19;48.6;https://fbref.com/it/calciatori/b136c945/Hans-Nicolussi-Caviglia
Eybi Nije;Att.Cen;Torino;19;4.4;1;0;0;12;12;2;6;0;1;0;0;0;12;12;17;41.4;https://fbref.com/it/calciatori/15918c9c/Eybi-Nije
Brooke Norton-Cuffy;Dif.Cen;Genoa;21;2.3;0;0;0;1;0;0;0;2;3;0;0;0;9;4;3;57.1;https://fbref.com/it/calciatori/54f5b2bd/Brooke-Norton-Cuffy
Tijjani Noslin;Att.Cen;Lazio;25;8.8;2;0;0;20;15;1;14;1;4;0;0;0;22;24;26;48.0;https://fbref.com/it/calciatori/2f067cf2/Tijjani-Noslin
Adam Obert;Dif;Cagliari;22;10.4;4;0;0;18;7;0;9;18;17;0;0;0;52;24;19;55.8;https://fbref.com/it/calciatori/aa25ce92/Adam-Obert
Jens Odgaard;Cen.Att;Bologna;26;18.2;1;0;0;38;33;4;19;8;14;0;0;0;60;37;52;41.6;https://fbref.com/it/calciatori/75374ee7/Jens-Odgaard
Noah Okafor;Att.Cen;Napoli;24;0.4;0;0;0;2;1;0;3;0;2;0;0;0;3;2;2;50.0;https://fbref.com/it/calciatori/ca607d59/Noah-Okafor
Noah Okafor;Att;Milan;24;4.6;0;0;0;6;5;1;13;2;1;0;0;0;8;2;5;28.6;https://fbref.com/it/calciatori/ca607d59/Noah-Okafor
Yllan Okou;Dif;Hellas Verona;22;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/fa753b79/Yllan-Okou
Maduka Okoye;Por;Udinese;25;17.0;1;0;0;0;1;0;0;0;0;0;0;1;28;5;0;100.0;https://fbref.com/it/calciatori/ab5c36dd/Maduka-Okoye
Mathías Olivera;Dif;Napoli;27;18.7;3;0;0;23;16;2;20;23;30;1;0;0;63;24;20;54.5;https://fbref.com/it/calciatori/41c12f75/Mathias-Olivera
Jean Onana;Cen;Genoa;25;1.4;0;0;0;4;0;0;1;2;4;0;0;0;5;5;7;41.7;https://fbref.com/it/calciatori/b5bb8188/Jean-Onana
Jacob Ondrejka;Cen.Att;Parma;22;1.0;0;0;0;0;3;0;5;1;1;0;0;0;5;0;2;0.0;https://fbref.com/it/calciatori/752e09ed/Jacob-Ondrejka
Gaetano Oristanio;Cen.Att;Venezia;22;22.9;3;0;0;45;65;9;53;6;10;0;0;0;73;13;36;26.5;https://fbref.com/it/calciatori/5cfc74fc/Gaetano-Oristanio
Riccardo Orsolini;Att;Bologna;28;15.3;0;0;0;22;32;8;44;7;8;0;0;0;52;20;13;60.6;https://fbref.com/it/calciatori/e14ec482/Riccardo-Orsolini
Yordan Osorio;Dif;Parma;30;1.9;0;0;0;5;2;0;0;4;3;0;0;0;6;2;1;66.7;https://fbref.com/it/calciatori/4d17df3e/Yordan-Osorio
Remi Oudin;Cen.Att;Lecce;28;3.3;1;0;0;2;1;0;23;2;1;0;0;0;18;1;1;50.0;https://fbref.com/it/calciatori/ea02beaf/Remi-Oudin
Cheick Oumar Conde;Cen;Venezia;24;0.4;2;0;0;2;1;0;0;0;3;0;0;0;3;5;0;100.0;https://fbref.com/it/calciatori/2f88752d/Cheick-Oumar-Conde
Daniel Oyegoke;Dif;Hellas Verona;22;1.1;1;0;0;2;0;0;4;1;2;0;0;0;5;0;2;0.0;https://fbref.com/it/calciatori/c9866d69/Daniel-Oyegoke
Daniele Padelli;Por;Udinese;39;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/cf1c23d8/Daniele-Padelli
Simone Pafundi;Cen;Udinese;19;0.6;0;0;0;1;3;0;9;0;3;0;0;0;2;0;2;0.0;https://fbref.com/it/calciatori/8daee720/Simone-Pafundi
Tiago Palacios;Dif;Monza;21;3.1;1;0;0;1;4;0;1;3;1;0;0;0;20;5;3;62.5;https://fbref.com/it/calciatori/404101f9/Tiago-Palacios
Tiago Palacios;Dif;Inter;21;0.1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;;https://fbref.com/it/calciatori/404101f9/Tiago-Palacios
Alberto Andrea Paleari;Por;Torino;32;1.0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;;https://fbref.com/it/calciatori/94a3606c/Alberto-Andrea-Paleari
Marco Palestra;Dif;Atalanta;20;1.2;0;0;0;1;6;0;9;0;4;0;0;0;2;1;1;50.0;https://fbref.com/it/calciatori/1f1828dd/Marco-Palestra
Leandro Paredes;Cen;Roma;30;12.6;3;0;0;13;12;0;51;17;14;0;1;0;69;7;2;77.8;https://fbref.com/it/calciatori/dff153a4/Leandro-Paredes
Fabiano Parisi;Dif.Cen;Fiorentina;24;8.3;1;0;0;9;22;0;11;12;10;0;0;0;40;10;12;45.5;https://fbref.com/it/calciatori/0967845b/Fabiano-Parisi
Mario Pašalić;Cen;Atalanta;30;17.7;1;0;0;15;8;1;4;12;14;0;0;0;96;26;21;55.3;https://fbref.com/it/calciatori/e599253a/Mario-Pasalic
Patricio Gabarrón;Dif;Lazio;31;6.7;2;0;0;5;5;0;2;3;6;0;0;0;29;7;6;53.8;https://fbref.com/it/calciatori/f7223718/Patricio-Gabarron
Rui Patrício;Por;Atalanta;37;2.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;https://fbref.com/it/calciatori/79b0d6a0/Rui-Patricio
Benjamin Pavard;Dif;Inter;29;16.4;4;0;0;18;8;1;11;15;16;0;0;0;44;37;31;54.4;https://fbref.com/it/calciatori/45a03961/Benjamin-Pavard
Strahinja Pavlović;Dif;Milan;23;14.0;2;1;0;12;14;2;7;13;23;1;0;0;48;29;20;59.2;https://fbref.com/it/calciatori/25146df0/Strahinja-Pavlovic
Leonardo Pavoletti;Att.Cen;Cagliari;36;3.7;3;0;0;19;3;6;0;0;0;0;0;0;9;42;33;56.0;https://fbref.com/it/calciatori/d37b0350/Leonardo-Pavoletti
Martín Payero;Cen;Udinese;26;12.3;4;0;0;27;29;0;27;10;12;1;2;0;58;17;18;48.6;https://fbref.com/it/calciatori/bdbff2b5/Martin-Payero
Nicolás Paz;Cen.Att;Como;20;23.0;5;0;0;34;27;2;40;18;25;0;1;0;97;26;18;59.1;https://fbref.com/it/calciatori/01bb93d5/Nicolas-Paz
Marcus Pedersen;Dif;Torino;24;12.7;3;0;0;15;5;4;44;12;5;0;1;0;31;6;17;26.1;https://fbref.com/it/calciatori/596cc50e/Marcus-Pedersen
Pedro Rodríguez Ledesma;Att.Cen;Lazio;37;9.6;2;0;0;14;20;1;28;3;12;0;0;0;47;1;4;20.0;https://fbref.com/it/calciatori/3ca7254a/Pedro-Rodriguez-Ledesma
Pietro Pellegri;Att;Empoli;24;4.6;2;0;0;10;5;1;3;0;2;0;0;0;15;3;20;13.0;https://fbref.com/it/calciatori/a44d3a3c/Pietro-Pellegri
Lorenzo Pellegrini;Cen;Roma;28;16.2;4;0;0;24;25;3;43;5;15;0;0;0;57;10;19;34.5;https://fbref.com/it/calciatori/4a5a45c7/Lorenzo-Pellegrini
Luca Pellegrini;Dif;Lazio;26;6.3;2;0;0;12;8;0;43;13;7;1;0;0;28;5;6;45.5;https://fbref.com/it/calciatori/3b61c9ec/Luca-Pellegrini
Mateo Pellegrino;Att.Cen;Parma;24;1.9;1;0;0;7;5;0;2;0;0;0;0;0;1;7;11;38.9;https://fbref.com/it/calciatori/8c9e96c5/Mateo-Pellegrino
Andy Pelmard;Dif;Lecce;25;1.4;1;0;0;2;0;0;0;0;6;0;0;0;4;0;1;0.0;https://fbref.com/it/calciatori/f18d7ab2/Andy-Pelmard
Pedro Miguel Pereira;Dif;Monza;27;23.1;7;0;0;33;7;0;51;14;24;0;0;0;68;20;32;38.5;https://fbref.com/it/calciatori/c77be0cf/Pedro-Miguel-Pereira
Gastón Pereiro;Cen;Genoa;29;0.3;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;50.0;https://fbref.com/it/calciatori/7ec7738e/Gaston-Pereiro
Kike Pérez;Cen;Venezia;28;7.1;3;0;0;12;11;1;33;7;15;0;0;0;37;10;7;58.8;https://fbref.com/it/calciatori/237a3851/Kike-Perez
Nehuén Pérez;Dif;Udinese;24;2.0;0;0;0;3;2;0;0;1;1;0;0;0;6;3;1;75.0;https://fbref.com/it/calciatori/f7c491f1/Nehuen-Perez
Simone Perilli;Por;Hellas Verona;30;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;100.0;https://fbref.com/it/calciatori/b9e11c1d/Simone-Perilli
Mattia Perin;Por;Juventus;32;5.0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;100.0;https://fbref.com/it/calciatori/4c62d0c8/Mattia-Perin
Máximo Perrone;Cen;Como;22;14.8;4;0;0;19;11;0;3;14;19;0;0;0;71;8;9;47.1;https://fbref.com/it/calciatori/53552942/Maximo-Perrone
Matteo Pessina;Cen;Monza;27;9.5;2;0;0;5;13;0;6;12;4;0;0;0;58;10;8;55.6;https://fbref.com/it/calciatori/780e3631/Matteo-Pessina
Andrea Petagna;Att;Monza;29;3.0;1;0;0;5;4;2;1;1;0;0;0;0;7;7;15;31.8;https://fbref.com/it/calciatori/03f946ed/Andrea-Petagna
Giuseppe Pezzella;Dif.Att;Empoli;27;25.0;6;0;0;40;29;4;142;13;27;0;1;0;74;24;16;60.0;https://fbref.com/it/calciatori/149c5f5d/Giuseppe-Pezzella
Roberto Piccoli;Att;Cagliari;24;27.9;4;0;0;48;45;19;5;2;9;2;0;0;44;87;121;41.8;https://fbref.com/it/calciatori/1cadaf34/Roberto-Piccoli
Nicholas Pierini;Cen;Venezia;26;0.9;0;0;0;1;2;0;3;0;0;0;0;0;2;1;3;25.0;https://fbref.com/it/calciatori/7cc89a5f/Nicholas-Pierini
Santiago Pierotti;Att;Lecce;24;16.6;4;0;0;45;12;10;15;12;20;0;0;0;86;41;51;44.6;https://fbref.com/it/calciatori/ec315772/Santiago-Pierotti
Balthazar Pierret;Cen;Lecce;24;14.5;2;0;0;24;18;0;8;15;25;0;1;0;72;17;22;43.6;https://fbref.com/it/calciatori/c269463b/Balthazar-Pierret
Andrea Pinamonti;Att;Genoa;25;25.8;3;0;0;14;33;13;15;1;5;0;0;0;46;73;92;44.2;https://fbref.com/it/calciatori/08aa9cd1/Andrea-Pinamonti
Niccolò Pisilli;Cen;Roma;20;12.4;6;0;0;14;12;1;10;9;9;0;0;0;52;2;12;14.3;https://fbref.com/it/calciatori/c84dcc88/Niccolo-Pisilli
Semuel Pizzignacco;Por;Monza;23;4.3;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;100.0;https://fbref.com/it/calciatori/4f537cf7/Semuel-Pizzignacco
Tommaso Pobega;Cen;Bologna;25;10.3;6;2;1;23;10;0;4;11;16;1;0;0;34;10;14;41.7;https://fbref.com/it/calciatori/55a1cac2/Tommaso-Pobega
Joel Pohjanpalo;Att;Venezia;30;17.8;1;0;0;12;15;10;3;4;3;1;0;0;20;46;59;43.8;https://fbref.com/it/calciatori/ea003d07/Joel-Pohjanpalo
Matteo Politano;Att.Cen;Napoli;31;23.9;2;0;0;10;26;5;180;10;12;1;0;0;76;6;12;33.3;https://fbref.com/it/calciatori/5e861944/Matteo-Politano
Marin Pongračić;Dif;Fiorentina;27;9.2;3;1;1;13;3;0;1;8;11;0;0;1;43;16;7;69.6;https://fbref.com/it/calciatori/2a6cd437/Marin-Pongracic
Stefan Posch;Dif;Bologna;27;7.9;1;0;0;16;17;1;18;5;15;0;0;0;43;13;8;61.9;https://fbref.com/it/calciatori/7f609bfc/Stefan-Posch
Stefan Posch;Dif;Atalanta;27;3.8;0;0;0;10;0;0;5;4;10;0;0;0;21;4;4;50.0;https://fbref.com/it/calciatori/7f609bfc/Stefan-Posch
Matteo Prati;Cen;Cagliari;21;4.5;1;0;0;7;5;0;5;5;4;0;0;0;17;0;4;0.0;https://fbref.com/it/calciatori/d8363914/Matteo-Prati
Ivan Provedel;Por;Lazio;31;29.0;0;0;0;0;5;0;0;1;0;0;0;0;44;7;1;87.5;https://fbref.com/it/calciatori/277da414/Ivan-Provedel
Diego Pugno;Att;Juventus;18;0.1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0.0;https://fbref.com/it/calciatori/e4b616dc/Diego-Pugno
Christian Pulisic;Att.Cen;Milan;26;20.1;0;0;0;13;25;2;95;3;21;1;0;0;76;9;32;22.0;https://fbref.com/it/calciatori/1bf33a9a/Christian-Pulisic
Ionuț Andrei Radu;Por;Venezia;27;7.0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;https://fbref.com/it/calciatori/67f649be/Ionut-Andrei-Radu
Hamza Rafia;Cen;Lecce;26;11.8;4;0;0;26;25;0;45;4;27;0;0;0;62;5;13;27.8;https://fbref.com/it/calciatori/6b587d3d/Hamza-Rafia
Antonio Raimondo;Att.Dif;Venezia;21;1.0;0;0;0;2;1;1;1;0;1;0;0;0;4;1;6;14.3;https://fbref.com/it/calciatori/ce1a6c7e/Antonio-Raimondo
Ylber Ramadani;Cen;Lecce;28;17.2;4;0;0;14;10;0;4;21;24;0;0;0;107;11;21;34.4;https://fbref.com/it/calciatori/ef3c876b/Ylber-Ramadani
Luca Ranieri;Dif;Fiorentina;25;27.6;4;0;0;15;16;1;7;23;16;0;1;0;72;38;47;44.7;https://fbref.com/it/calciatori/8c63fae5/Luca-Ranieri
Giacomo Raspadori;Att.Cen;Napoli;25;8.2;1;0;0;6;13;1;51;2;4;0;0;0;32;4;8;33.3;https://fbref.com/it/calciatori/6e058f06/Giacomo-Raspadori
Federico Ravaglia;Por;Bologna;25;8.0;0;0;0;0;2;0;0;0;0;0;0;0;10;3;0;100.0;https://fbref.com/it/calciatori/6662d731/Federico-Ravaglia
Ante Rebić;Att.Cen;Lecce;31;6.7;3;1;0;15;11;5;29;1;8;0;0;0;27;19;22;46.3;https://fbref.com/it/calciatori/536cebe5/Ante-Rebic
Tijjani Reijnders;Cen;Milan;26;26.8;2;1;0;23;15;0;44;28;12;1;0;0;90;5;13;27.8;https://fbref.com/it/calciatori/afb61630/Tijjani-Reijnders
José Manuel Reina;Por;Como;42;10.0;0;0;0;0;1;0;0;0;0;0;0;0;11;1;0;100.0;https://fbref.com/it/calciatori/e358587b/Jose-Manuel-Reina
Devyne Rensch;Dif;Roma;22;3.9;0;0;0;1;6;0;7;5;9;0;0;0;10;9;6;60.0;https://fbref.com/it/calciatori/c5cbbcff/Devyne-Rensch
Mateo Retegui;Att;Atalanta;25;19.1;2;0;0;19;25;4;11;2;7;2;0;0;48;36;50;41.9;https://fbref.com/it/calciatori/e7695e6c/Mateo-Retegui
Samuele Ricci;Cen;Torino;23;27.3;8;0;0;34;61;0;26;24;18;0;0;0;120;13;14;48.1;https://fbref.com/it/calciatori/9823be92/Samuele-Ricci
Amir Richardson;Cen;Fiorentina;23;8.1;5;0;0;24;11;0;2;4;10;0;0;0;30;15;15;50.0;https://fbref.com/it/calciatori/2b7cdb79/Amir-Richardson
Sergi Roberto;Cen;Como;33;7.4;4;0;0;7;13;0;6;9;7;0;2;0;47;7;9;43.8;https://fbref.com/it/calciatori/335fa267/Sergi-Roberto
Alessio Romagnoli;Dif;Lazio;30;22.7;3;1;0;21;8;2;0;22;21;0;0;0;74;63;29;68.5;https://fbref.com/it/calciatori/3ead85f9/Alessio-Romagnoli
Marten de Roon;Cen.Dif;Atalanta;34;27.0;5;0;0;40;16;1;25;34;37;0;0;0;120;36;25;59.0;https://fbref.com/it/calciatori/2a1beb34/Marten-de-Roon
Jonas Rouhi;Dif;Juventus;21;2.3;0;0;0;4;2;0;3;3;1;0;0;0;15;0;4;0.0;https://fbref.com/it/calciatori/31908a0a/Jonas-Rouhi
Nicolò Rovella;Cen;Lazio;23;23.3;10;0;0;34;20;1;30;39;38;0;0;0;122;8;15;34.8;https://fbref.com/it/calciatori/e58cbfd5/Nicolo-Rovella
Amir Rrahmani;Dif;Napoli;31;29.8;2;0;0;35;8;0;1;20;24;0;0;1;107;95;45;67.9;https://fbref.com/it/calciatori/4b3e1a38/Amir-Rrahmani
Tommaso Rubino;Cen;Fiorentina;18;0.1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;;https://fbref.com/it/calciatori/cf5bf6c7/Tommaso-Rubino
Matteo Ruggeri;Dif;Atalanta;22;17.0;2;0;0;11;5;2;70;15;21;0;0;0;111;21;11;65.6;https://fbref.com/it/calciatori/ae9898c5/Matteo-Ruggeri
Stefano Sabelli;Dif;Genoa;32;18.3;2;0;0;22;16;0;52;18;29;0;0;0;72;12;23;34.3;https://fbref.com/it/calciatori/0ccac09c/Stefano-Sabelli
Alexis Saelemaekers;Dif.Att;Roma;25;11.7;4;0;0;12;18;0;43;7;16;1;0;0;60;6;1;85.7;https://fbref.com/it/calciatori/ee251371/Alexis-Saelemaekers
Alexis Saelemaekers;Dif.Att;Milan;25;1.0;0;0;0;0;2;0;10;1;1;0;0;0;4;0;0;;https://fbref.com/it/calciatori/ee251371/Alexis-Saelemaekers
Richie Sagrado;Dif;Venezia;21;1.6;1;0;0;2;2;0;0;3;2;0;0;0;6;2;0;100.0;https://fbref.com/it/calciatori/3e3190f1/Richie-Sagrado
Marco Sala;Dif;Como;25;2.9;3;0;0;5;1;0;9;1;6;0;0;0;11;1;2;33.3;https://fbref.com/it/calciatori/0c57be8b/Marco-Sala
Marco Sala;Dif;Lecce;25;0.3;0;0;0;1;0;0;5;0;0;0;0;0;0;0;2;0.0;https://fbref.com/it/calciatori/0c57be8b/Marco-Sala
Anass Salah-Eddine;Dif;Roma;23;1.7;0;0;0;2;1;0;6;1;1;0;0;0;6;0;1;0.0;https://fbref.com/it/calciatori/0d274394/Anass-Salah-Eddine
Lazar Samardzic;Cen.Att;Atalanta;23;11.4;3;0;0;16;8;1;58;2;12;0;0;0;45;3;17;15.0;https://fbref.com/it/calciatori/217c93a1/Lazar-Samardzic
Junior Sambia;Dif.Att;Empoli;28;2.7;0;0;0;3;2;0;20;1;8;0;0;0;13;4;3;57.1;https://fbref.com/it/calciatori/24eb7ed6/Junior-Sambia
Antonio Sanabria;Att;Torino;29;12.7;1;0;0;13;13;1;0;1;2;1;0;0;22;19;47;28.8;https://fbref.com/it/calciatori/0a447501/Antonio-Sanabria
Alexis Sánchez;Att;Udinese;36;3.9;0;0;0;3;8;4;6;3;1;0;0;0;13;1;10;9.1;https://fbref.com/it/calciatori/2c0f8e9e/Alexis-Sanchez
Nicola Sansone;Cen.Att;Lecce;33;0.7;1;0;0;0;1;1;4;0;0;0;0;0;1;0;1;0.0;https://fbref.com/it/calciatori/7eb97a8e/Nicola-Sansone
Amin Sarr;Att;Hellas Verona;24;14.6;0;0;0;32;13;9;3;2;11;0;0;0;30;45;58;43.7;https://fbref.com/it/calciatori/d5326924/Amin-Sarr
Razvan Sava;Por;Udinese;22;12.0;1;0;0;1;1;0;0;0;0;0;1;0;13;0;1;0.0;https://fbref.com/it/calciatori/41efbd34/Razvan-Sava
Nicolò Savona;Dif;Juventus;22;15.6;3;0;0;9;8;1;31;7;13;0;0;0;58;7;14;33.3;https://fbref.com/it/calciatori/e041497d/Nicolo-Savona
Saba Sazonov;Dif;Torino;23;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/645dffbf/Saba-Sazonov
Giorgio Scalvini;Dif;Atalanta;21;3.0;2;0;0;7;1;0;0;4;4;0;0;0;13;8;6;57.1;https://fbref.com/it/calciatori/1e9aa637/Giorgio-Scalvini
Gianluca Scamacca;Att;Atalanta;26;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/8790f988/Gianluca-Scamacca
Joël Schingtienne;Dif;Venezia;22;7.7;2;0;0;5;1;0;0;9;11;0;1;0;34;3;7;30.0;https://fbref.com/it/calciatori/35a4790e/Joel-Schingtienne
Simone Scuffet;Por;Cagliari;28;13.0;0;0;0;0;1;0;0;0;0;0;0;0;17;3;1;75.0;https://fbref.com/it/calciatori/41bd99ea/Simone-Scuffet
Jacopo Seghetti;Por;Empoli;20;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/70a10677/Jacopo-Seghetti
Stefano Sensi;Cen;Monza;29;2.3;0;0;0;3;5;0;6;3;4;0;0;0;10;2;2;50.0;https://fbref.com/it/calciatori/b70bde8f/Stefano-Sensi
Suat Serdar;Cen;Hellas Verona;27;10.7;4;1;1;23;12;0;4;6;13;0;0;0;54;11;11;50.0;https://fbref.com/it/calciatori/b3325a30/Suat-Serdar
Stephan El Shaarawy;Dif.Cen;Roma;32;10.8;2;0;0;5;10;5;24;8;11;1;0;0;42;5;12;29.4;https://fbref.com/it/calciatori/d3aaad90/Stephan-El-Shaarawy
Alen Sherri;Por;Cagliari;27;6.0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;;https://fbref.com/it/calciatori/eebf35b6/Alen-Sherri
Eldor Shomurodov;Att;Roma;29;6.4;1;0;0;6;4;3;3;0;2;0;0;0;22;20;21;48.8;https://fbref.com/it/calciatori/57469b2d/Eldor-Shomurodov
Marco Silvestri;Por;Empoli;34;5.0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;100.0;https://fbref.com/it/calciatori/0d422df7/Marco-Silvestri
Giovanni Simeone;Att;Napoli;29;4.1;1;0;0;5;14;1;3;1;0;0;0;0;23;6;33;15.4;https://fbref.com/it/calciatori/343c0d52/Giovanni-Simeone
Łukasz Skorupski;Por;Bologna;33;22.0;1;0;0;1;4;0;0;0;0;0;1;0;39;2;0;100.0;https://fbref.com/it/calciatori/ab4449d6/Lukasz-Skorupski
Ivan Smolčić;Dif;Como;24;5.6;1;0;0;8;5;0;4;9;7;0;1;0;21;11;9;55.0;https://fbref.com/it/calciatori/08e57960/Ivan-Smolcic
Simon Sohm;Cen;Parma;23;26.5;4;0;0;17;24;1;12;20;14;0;0;0;98;26;23;53.1;https://fbref.com/it/calciatori/a5f458d9/Simon-Sohm
Ola Solbakken;Cen.Att;Empoli;26;6.8;1;0;0;7;1;2;5;2;3;0;0;0;14;8;14;36.4;https://fbref.com/it/calciatori/78f13530/Ola-Solbakken
Oumar Solet;Dif;Udinese;25;10.6;3;1;1;8;8;0;4;10;12;0;0;0;56;12;12;50.0;https://fbref.com/it/calciatori/0670ee51/Oumar-Solet
Yann Sommer;Por;Inter;36;27.0;0;0;0;0;1;0;0;0;0;0;0;0;39;4;0;100.0;https://fbref.com/it/calciatori/420c18a1/Yann-Sommer
Borna Sosa;Dif;Torino;27;13.1;0;0;0;12;7;1;51;14;19;0;1;0;53;16;19;45.7;https://fbref.com/it/calciatori/af0d79a9/Borna-Sosa
Riccardo Sottil;Att.Cen;Fiorentina;25;9.3;1;0;0;7;33;1;41;4;4;1;0;0;44;4;9;30.8;https://fbref.com/it/calciatori/94816803/Riccardo-Sottil
Riccardo Sottil;Att.Cen;Milan;25;0.9;0;0;0;0;2;0;8;0;0;0;0;0;3;1;0;100.0;https://fbref.com/it/calciatori/94816803/Riccardo-Sottil
Matìas Soulé;Cen.Att;Roma;21;12.1;2;0;0;10;27;1;50;5;8;0;0;0;70;9;11;45.0;https://fbref.com/it/calciatori/c13ddd3e/Matias-Soule
Leonardo Spinazzola;Dif.Att;Napoli;32;10.8;1;0;0;5;6;1;39;4;8;0;0;0;41;3;3;50.0;https://fbref.com/it/calciatori/3626daea/Leonardo-Spinazzola
Marco Sportiello;Por;Milan;32;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;https://fbref.com/it/calciatori/ac4003af/Marco-Sportiello
Filip Stankovic;Por;Venezia;23;15.2;1;0;0;0;1;0;0;0;0;0;0;0;15;5;0;100.0;https://fbref.com/it/calciatori/d34d8ed2/Filip-Stankovic
Petar Stojanović;Cen;Empoli;29;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;https://fbref.com/it/calciatori/13b44b02/Petar-Stojanovic
Gabriel Strefezza;Att.Cen;Como;27;24.4;4;0;0;43;63;1;99;12;36;0;0;0;96;8;20;28.6;https://fbref.com/it/calciatori/ac4a4508/Gabriel-Strefezza
Ibrahim Sulemana;Cen;Atalanta;21;1.4;1;0;0;2;2;0;0;0;2;0;0;0;7;4;2;66.7;https://fbref.com/it/calciatori/230c3f3a/Ibrahim-Sulemana
