Giornata;Giorno della Settimana;Data;Ora Inizio;Squadra di Casa;xG Casa;Risultato;xG Trasferta;Squadra Trasferta;Spettatori;Stadio;Arbitro;Link Report
27;Sab;01-03-2025;20:45;Udinese;2.3;1–0;0.8;Parma;;Bluenergy Stadium;Fabio Maresca;https://fbref.com/it/partite/55b0643e/Udinese-Parma-1-Marzo-2025-Serie-A
27;Dom;02-03-2025;12:30;Monza;1.0;0–2;1.2;Torino;;U-Power Stadium;Antonio Rapuano;https://fbref.com/it/partite/ff368ffa/Monza-Torino-2-Marzo-2025-Serie-A
27;Dom;02-03-2025;15:00;Genoa;0.3;1–1;0.9;Empoli;;Stadio Comunale Luigi Ferraris;Davide Massa;https://fbref.com/it/partite/a38d0698/Genoa-Empoli-2-Marzo-2025-Serie-A
27;Dom;02-03-2025;15:00;Bologna;2.1;2–1;0.5;Cagliari;;Stadio Renato Dall'Ara;Luca Zufferli;https://fbref.com/it/partite/ece34ddb/Bologna-Cagliari-2-Marzo-2025-Serie-A
27;Dom;02-03-2025;18:00;Roma;1.6;2–1;1.2;Como;62.125;Stadio Olimpico;Luca Pairetto;https://fbref.com/it/partite/a7745557/Roma-Como-2-Marzo-2025-Serie-A
27;Dom;02-03-2025;20:45;Milan;1.4;1–2;3.0;Lazio;;Stadio Giuseppe Meazza;Gianluca Manganiello;https://fbref.com/it/partite/8ea3005d/Milan-Lazio-2-Marzo-2025-Serie-A
27;Lun;03-03-2025;20:45;Juventus;2.0;2–0;0.2;Hellas Verona;;Allianz Stadium;Matteo Marchetti;https://fbref.com/it/partite/3974ef83/Juventus-Hellas-Verona-3-Marzo-2025-Serie-A
28;Ven;07-03-2025;20:45;Cagliari;0.7;1–1;0.9;Genoa;;Unipol Domus;Michael Fabbri;https://fbref.com/it/partite/f3d49f01/Cagliari-Genoa-7-Marzo-2025-Serie-A
28;Sab;08-03-2025;15:00;Parma;1.6;2–2;0.7;Torino;;Stadio Ennio Tardini;Francesco Fourneau;https://fbref.com/it/partite/6074c57f/Parma-Torino-8-Marzo-2025-Serie-A
28;Sab;08-03-2025;15:00;Como;1.3;1–1;1.3;Venezia;;Stadio Giuseppe Sinigaglia;Giovanni Ayroldi;https://fbref.com/it/partite/80e5cecf/Como-Venezia-8-Marzo-2025-Serie-A
28;Sab;08-03-2025;18:00;Lecce;1.0;2–3;3.5;Milan;;Stadio Comunale Ettore Giardiniero;Daniele Doveri;https://fbref.com/it/partite/001d3a5d/Lecce-Milan-8-Marzo-2025-Serie-A
28;Sab;08-03-2025;20:45;Inter;2.6;3–2;0.6;Monza;;Stadio Giuseppe Meazza;Luca Zufferli;https://fbref.com/it/partite/86ce720b/Internazionale-Monza-8-Marzo-2025-Serie-A
28;Dom;09-03-2025;12:30;Hellas Verona;1.2;1–2;1.3;Bologna;24.612;Stadio Marc'Antonio Bentegodi;Antonio Rapuano;https://fbref.com/it/partite/396148a3/Hellas-Verona-Bologna-9-Marzo-2025-Serie-A
28;Dom;09-03-2025;15:00;Napoli;2.8;2–1;0.7;Fiorentina;;Stadio Diego Armando Maradona;Andrea Colombo;https://fbref.com/it/partite/33dc159c/Napoli-Fiorentina-9-Marzo-2025-Serie-A
28;Dom;09-03-2025;18:00;Empoli;0.1;0–1;2.0;Roma;;Stadio Carlo Castellani - Computer Gross...;Marco Di Bello;https://fbref.com/it/partite/ce1efae1/Empoli-Roma-9-Marzo-2025-Serie-A
28;Dom;09-03-2025;20:45;Juventus;0.9;0–4;3.2;Atalanta;;Allianz Stadium;Simone Sozza;https://fbref.com/it/partite/ecdc4b8d/Juventus-Atalanta-9-Marzo-2025-Serie-A
28;Lun;10-03-2025;20:45;Lazio;1.2;1–1;1.2;Udinese;;Stadio Olimpico;Marco Piccinini;https://fbref.com/it/partite/f9658b87/Lazio-Udinese-10-Marzo-2025-Serie-A
29;Ven;14-03-2025;20:45;Genoa;1.0;2–1;1.2;Lecce;;Stadio Comunale Luigi Ferraris;Fabio Maresca;https://fbref.com/it/partite/65b3e4b2/Genoa-Lecce-14-Marzo-2025-Serie-A
29;Sab;15-03-2025;15:00;Udinese;0.5;0–1;0.4;Hellas Verona;20.754;Bluenergy Stadium;Giovanni Ayroldi;https://fbref.com/it/partite/30070e2c/Udinese-Hellas-Verona-15-Marzo-2025-Serie-A
29;Sab;15-03-2025;15:00;Monza;0.7;1–1;0.7;Parma;9.251;U-Power Stadium;Gianluca Manganiello;https://fbref.com/it/partite/a90db6a7/Monza-Parma-15-Marzo-2025-Serie-A
29;Sab;15-03-2025;18:00;Milan;1.3;2–1;1.0;Como;;Stadio Giuseppe Meazza;Matteo Marchetti;https://fbref.com/it/partite/a7ffc114/Milan-Como-15-Marzo-2025-Serie-A
29;Sab;15-03-2025;20:45;Torino;0.6;1–0;0.9;Empoli;20.402;Stadio Olimpico Grande Torino;Daniele Chiffi;https://fbref.com/it/partite/f021f721/Torino-Empoli-15-Marzo-2025-Serie-A
29;Dom;16-03-2025;12:30;Venezia;0.7;0–0;1.7;Napoli;;Stadio Pier Luigi Penzo;Maurizio Mariani;https://fbref.com/it/partite/bebdb801/Venezia-Napoli-16-Marzo-2025-Serie-A
29;Dom;16-03-2025;15:00;Bologna;2.2;5–0;0.5;Lazio;;Stadio Renato Dall'Ara;Andrea Colombo;https://fbref.com/it/partite/6ea9a6f4/Bologna-Lazio-16-Marzo-2025-Serie-A
29;Dom;16-03-2025;16:00;Roma;1.3;1–0;0.8;Cagliari;;Stadio Olimpico;Marco Piccinini;https://fbref.com/it/partite/4fb25784/Roma-Cagliari-16-Marzo-2025-Serie-A
29;Dom;16-03-2025;18:00;Fiorentina;0.4;3–0;0.8;Juventus;22.253;Stadio Artemio Franchi;Michael Fabbri;https://fbref.com/it/partite/8c211ded/Fiorentina-Juventus-16-Marzo-2025-Serie-A
29;Dom;16-03-2025;20:45;Atalanta;0.6;0–2;2.2;Inter;;Gewiss Stadium;Davide Massa;https://fbref.com/it/partite/0247cede/Atalanta-Internazionale-16-Marzo-2025-Serie-A
